"site","reference","retrievedRef","nabunkenURL","DOI","toCheck"
"室遺跡","愛知県埋蔵文化財センター調査報告書第49集　室遺跡","財団法人愛知県埋蔵文化財センター 1994 『愛知県埋蔵文化財センター調査報告書49：室遺跡』財団法人愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1786","財団法人愛知県埋蔵文化財センター 1994 『愛知県埋蔵文化財センター調査報告書49：室遺跡』財団法人愛知県埋蔵文化財センター",TRUE
"篠束遺跡群","篠束遺跡群","吉添遺跡埋蔵文化財発掘調査会 1998 『篠束遺跡群』小坂井町教育委員会","https://sitereports.nabunken.go.jp/32609",NA,TRUE
"柴山F古窯","常滑市文化財調査報告書第28集　椎池古窯跡群･柴山F古窯跡","財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2007 『愛知県埋蔵文化財センター調査報告書152：夏敷古窯跡　蛇廻間古窯跡』財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1253","http://doi.org/10.24484/sitereports.1253",TRUE
"若宮遺跡","豊橋市埋蔵文化財調査報告書第130集　内田貝塚(Ⅲ)･若宮遺跡(Ⅶ)",NA,NA,NA,TRUE
"勝川遺跡","(財)愛知県埋蔵文化財センター調査報告書第29集　勝川遺跡Ⅳ",NA,NA,NA,TRUE
"町田遺跡","(財)愛知県埋蔵文化財センター調査報告書第29集　勝川遺跡Ⅳ",NA,NA,NA,TRUE
"松河戸遺跡","(財)愛知県埋蔵文化財センター調査報告書第29集　勝川遺跡Ⅳ",NA,NA,NA,TRUE
"小針遺跡","愛知県埋蔵文化財センター調査報告書第136集　小針遺跡","財団法人愛知県教育サービスセンター　愛知県埋蔵文化財センター 2005 『愛知県埋蔵文化財センター調査報告書136：小針遺跡』財団法人愛知県教育サービスセンター　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1065","http://doi.org/10.24484/sitereports.1065",TRUE
"松崎遺跡","愛知県埋蔵文化財センター調査報告書第182集　松崎遺跡Ⅱ　上浜田遺跡","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2014 『愛知県埋蔵文化財センター調査報告書182：松崎遺跡２　上浜田遺跡』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/13302","http://doi.org/10.24484/sitereports.13302",TRUE
"上橋下遺跡","愛知県埋蔵文化財センター調査報告書第145集　上橋下遺跡　鹿乗川流域遺跡群",NA,NA,NA,TRUE
"上中･西屋敷遺跡","愛知県埋蔵文化財センター調査報告書第120集　上中･西屋敷遺跡",NA,NA,NA,TRUE
NA,"愛知県埋蔵文化財センター調査報告書第120集　上中･西屋敷遺跡",NA,NA,NA,TRUE
"吉田奥第4号遺跡","上之山−愛知県瀬戸市吉田･吉田奥遺跡群　広久手古窯跡群発掘調査報告書−",NA,NA,NA,TRUE
"吉田奥遺跡","上之山−愛知県瀬戸市吉田･吉田奥遺跡群　広久手古窯跡群発掘調査報告書−",NA,NA,NA,TRUE
"上品野E窯跡","愛知県埋蔵文化財センター調査報告書第170集　上品野E窯跡",NA,NA,NA,TRUE
"上品野遺跡","愛知県埋蔵文化財センター調査報告書第132集　上品野遺跡","財団法人愛知県教育サービスセンター　愛知県埋蔵文化財センター 2005 『愛知県埋蔵文化財センター調査報告書132：上品野遺跡』財団法人愛知県教育サービスセンター　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1047","財団法人愛知県教育サービスセンター　愛知県埋蔵文化財センター 2005 『愛知県埋蔵文化財センター調査報告書132：上品野遺跡』財団法人愛知県教育サービスセンター　愛知県埋蔵文化財センター",TRUE
"上品野蟹川遺跡","財団法人瀬戸市埋蔵文化財センター調査報告第16集　上品野蟹川遺跡",NA,NA,NA,TRUE
"上品野蟹川遺跡","財団法人瀬戸市埋蔵文化財センター調査報告第21集　上品野蟹川遺跡Ⅱ","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2013 『愛知県埋蔵文化財センター調査報告書173：上品野西金地遺跡』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1754","http://doi.org/10.24484/sitereports.1754",TRUE
"上品野西金地遺跡","愛知県埋蔵文化財センター調査報告書第173集　上品野西金地遺跡","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2013 『愛知県埋蔵文化財センター調査報告書173：上品野西金地遺跡』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1754","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2013 『愛知県埋蔵文化財センター調査報告書173：上品野西金地遺跡』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター",TRUE
"城山城跡","愛知県埋蔵文化財センター調査報告書第122集　城山城跡","財団法人愛知県教育サービスセンター　愛知県埋蔵文化財センター 2005 『愛知県埋蔵文化財センター調査報告書122：城山城跡』財団法人愛知県教育サービスセンター　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1117","財団法人愛知県教育サービスセンター　愛知県埋蔵文化財センター 2005 『愛知県埋蔵文化財センター調査報告書122：城山城跡』財団法人愛知県教育サービスセンター　愛知県埋蔵文化財センター",TRUE
"新城城跡","新城城跡発掘調査報告書Ⅱ",NA,NA,NA,TRUE
"須ヶ谷遺跡","愛知県埋蔵文化財センター調査報告書第156集　須ヶ谷遺跡･西海塚遺跡･山王遺跡",NA,NA,NA,TRUE
"西海塚遺跡","愛知県埋蔵文化財センター調査報告書第156集　須ヶ谷遺跡･西海塚遺跡･山王遺跡",NA,NA,NA,TRUE
"山王遺跡","愛知県埋蔵文化財センター調査報告書第156集　須ヶ谷遺跡･西海塚遺跡･山王遺跡",NA,NA,NA,TRUE
"須長10号墳","愛知県埋蔵文化財センター調査報告書第184集　須長10号墳","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2014 『愛知県埋蔵文化財センター調査報告書184：須長10号墳』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/12838","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2014 『愛知県埋蔵文化財センター調査報告書184：須長10号墳』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター",TRUE
"水汲遺跡","豊田市埋蔵文化財発掘調査報告書第49集　水汲遺跡　第2･3･5･6次調査",NA,NA,NA,TRUE
"水神貝塚","豊橋市埋蔵文化財調査報告書第36集　水神貝塚",NA,NA,NA,TRUE
"水入遺跡","愛知県埋蔵文化財センター調査報告書第108集　水入遺跡　第2分冊　中近世･科学分析･考察編",NA,NA,NA,TRUE
"清洲城下町遺跡","清須市埋蔵文化財調査報告Ⅷ　清洲城下町遺跡Ⅷ",NA,NA,NA,TRUE
"清水遺跡","(財)愛知県埋蔵文化財センター調査報告書第25集　清水遺跡","財団法人愛知県埋蔵文化財センター 1991 『愛知県埋蔵文化財センター調査報告書25：清水遺跡』財団法人愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1202","http://doi.org/10.24484/sitereports.1202",TRUE
"西浦遺跡","愛知県埋蔵文化財センター調査報告書第165集　西浦遺跡","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2011 『愛知県埋蔵文化財センター調査報告書165：西浦遺跡』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1893","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2011 『愛知県埋蔵文化財センター調査報告書165：西浦遺跡』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター",TRUE
"西松山峠窯跡","愛知県埋蔵文化財センター調査報告書第160集　西松山峠窯跡","財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2009 『愛知県埋蔵文化財センター調査報告書160：西松山峠窯跡』財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1607","http://doi.org/10.24484/sitereports.1607",TRUE
"西側遺跡","豊橋市埋蔵文化財調査報告書第89集　西側遺跡(Ⅲ)",NA,NA,NA,TRUE
"西側北遺跡","豊橋市埋蔵文化財調査報告書第99集　中郷西遺跡･西側北遺跡･西側北1号墳",NA,NA,NA,TRUE
"西牧野遺跡","愛知県埋蔵文化財調査センター調査報告書第1集　西牧野遺跡","公益財団法人愛知県教育他 2013 『愛知県埋蔵文化財センター調査報告書174：西牧野遺跡』公益財団法人愛知県教育他","https://sitereports.nabunken.go.jp/1583","http://doi.org/10.24484/sitereports.1583",TRUE
"石岸遺跡","愛知県埋蔵文化財センター調査報告書第195集　石岸遺跡","公益財団法人　愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2015 『愛知県埋蔵文化財センター調査報告書195：石岸遺跡』公益財団法人　愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/14885","公益財団法人　愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2015 『愛知県埋蔵文化財センター調査報告書195：石岸遺跡』公益財団法人　愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター",TRUE
"石座神社遺跡","愛知県埋蔵文化財センター調査報告書第189集　石座神社遺跡(第1分冊　本文編)","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2015 『愛知県埋蔵文化財センター調査報告書189：石座神社遺跡』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/14521","http://doi.org/10.24484/sitereports.14521",TRUE
"石座神社遺跡","新城市埋蔵文化財発掘調査報告書　石座神社遺跡発掘調査報告書","株式会社イビソク 2011 『新城市埋蔵文化財発掘調査報告書：石座神社遺跡発掘調査報告書』愛知県新城市建設部他","https://sitereports.nabunken.go.jp/42400",NA,TRUE
"石堂野B遺跡","愛知県埋蔵文化財センター調査報告書第114集　石堂野B遺跡","財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター 2003 『愛知県埋蔵文化財センター調査報告書114：石堂野B遺跡』財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1624","http://doi.org/10.24484/sitereports.1624",TRUE
"跡ノ口遺跡","愛知県埋蔵文化財センター調査報告書第51集　跡ノ口遺跡　一色長畑遺跡　船橋宮宮裏遺跡",NA,NA,NA,TRUE
"一色長畑遺跡","愛知県埋蔵文化財センター調査報告書第51集　跡ノ口遺跡　一色長畑遺跡　船橋宮宮裏遺跡",NA,NA,NA,TRUE
"船橋宮裏遺跡","愛知県埋蔵文化財センター調査報告書第51集　跡ノ口遺跡　一色長畑遺跡　船橋宮宮裏遺跡",NA,NA,NA,TRUE
"折戸40号窯","折戸-84･40･41･50号窯発掘調査報告書","財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2008 『愛知県埋蔵文化財センター調査報告書140：三カ所遺跡　西田面遺跡』財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1824","http://doi.org/10.24484/sitereports.1824",TRUE
"折戸84号窯","折戸-84･40･41･50号窯発掘調査報告書","財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2008 『愛知県埋蔵文化財センター調査報告書140：三カ所遺跡　西田面遺跡』財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1824","http://doi.org/10.24484/sitereports.1824",TRUE
"折戸41号窯","折戸-84･40･41･50号窯発掘調査報告書","財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2008 『愛知県埋蔵文化財センター調査報告書140：三カ所遺跡　西田面遺跡』財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1824","http://doi.org/10.24484/sitereports.1824",TRUE
"折戸50号窯","折戸-84･40･41･50号窯発掘調査報告書","財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2008 『愛知県埋蔵文化財センター調査報告書140：三カ所遺跡　西田面遺跡』財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1824","http://doi.org/10.24484/sitereports.1824",TRUE
