MaterialTypeUniqueID,Material_Classification,Material_Details_JPN,inconsistent,Materials_Details_EN,Materials_Detail_Identification_EN,Materials_Detail_Other_EN,Materials_Detail_Notes_EN
1185,Wood,木材(ムクロジ),0,material wood soapberry (Sapindaceae),soapberry (Sapindaceae),material wood,
1186,Wood,木材(ムラサキシキブ属),0,material wood beautyberry (Callicarpa sp.),beautyberry (Callicarpa sp.),material wood,
1187,Wood,木材(モクレン属),0,material wood magnolia (Magnolia sp.),magnolia (Magnolia sp.),material wood,
1188,Wood,木材(モミ),0,material wood fir (Abies sp.),fir (Abies sp.),material wood,
1189,Wood,木材(モミ属),0,material wood fir (Abies sp.),fir (Abies sp.),material wood,
1190,Wood,木材(ヤナギ),0,material wood willow (Salix sp.),willow (Salix sp.),material wood,
1191,Wood,木材(ヤナギ属),0,material wood willow (Salix sp.),willow (Salix sp.),material wood,
1192,Wood,木材(ヤブツバキ),0,material wood wild camellia (Camellia japonica),wild camellia (Camellia japonica),material wood,
1193,Wood,木材(ヤブニッケイ),1,material wood Japanese cinnamon (Cinnamomum yabunikkei syn. pedunculatum),Japanese cinnamon (Cinnamomum yabunikkei syn. pedunculatum),material wood,
1194,Wood,木材(ヤマグワ、カラスザンショウ),0,material wood Chinese mulberry (Morus australis syn bombycis) ailanthus-like prickly ash (Zanthoxylum ailanthoides),Chinese mulberry (Morus australis syn bombycis) ailanthus-like prickly ash (Zanthoxylum ailanthoides),material wood,
1195,Wood,木材(ヤマグワ),0,material wood Chinese mulberry (Morus australis syn bombycis),Chinese mulberry (Morus australis syn bombycis),material wood,
1196,Wood,木材(ユズリハ属),0,material wood yuzuriha (Daphniphyllum sp.),yuzuriha (Daphniphyllum sp.),material wood,
1197,Wood,木材(リンボク),0,material wood Rinboku cherry (Prunus spinulosa),Rinboku cherry (Prunus spinulosa),material wood,
1198,Wood,木材(丸木舟:センダン),0,material wood log/trunk boat /canoe chinaberry tree (Melia azedarach),chinaberry tree (Melia azedarach),material wood log/trunk boat /canoe,
1199,Wood,木材(大:スダジイ),0,material wood Itajii tree (Castanopis sieboldi),Itajii tree (Castanopis sieboldi),material wood,
1200,Wood,木材(小:シキミ),0,material wood Japanese star anise (Illicum religiosum),Japanese star anise (Illicum religiosum),material wood,
1201,Wood,木材(広葉樹･環孔材),0,material wood ring porous hardwood,,material wood ring porous hardwood,
1202,Wood,木材(広葉樹),0,material wood hardwood,,material wood hardwood,
1203,Wood,木材（広葉樹）,0,material wood hardwood,,material wood hardwood,
1204,Wood,木材（広葉樹枝）,0,material wood branch hardwood,,material wood branch hardwood,
1205,Wood,木材(広葉樹環孔材),0,material wood ring porous hardwood,,material wood ring porous hardwood,
1206,Wood,木材(散孔材),0,material wood,,material wood,
1207,Wood,木材(木杭:広葉樹),0,material wood wooden stake wooden stake hardwood,,material wood wooden stake wooden stake hardwood,
1208,Wood,木材(柱材:ハイノキ属),0,material wood post/pillar hainoki (Symplocos sp.),hainoki (Symplocos sp.),material wood post/pillar,
1209,Wood,木材(樹木),0,material wood tree,,material wood tree,
1210,Wood,木材(樹皮),0,material wood bark,,material wood bark,
1211,Wood,木材(環孔材),0,material wood ring porous,,material wood ring porous,
1212,Wood,木材(竹),0,material wood bamboo,,material wood bamboo,
1213,Wood,木材（臼･クスノキ）,0,material wood camphor tree (Cinnamomum camphora),camphor tree (Cinnamomum camphora),material wood,
1214,Wood,木材(舟),0,material wood boat /canoe,,material wood boat /canoe,
1215,Wood,木材(落葉広葉樹),0,material wood Deciduous hardwood,,material wood Deciduous hardwood,
1216,Wood,木材(針葉樹･スギ?),0,material wood Coniferae Japanese cedar (Cryptomeria japonica),Coniferae Japanese cedar (Cryptomeria japonica),material wood,
1217,Wood,木材(針葉樹),0,material wood Coniferae,Coniferae,material wood,
1218,Wood,木材(針葉樹の樹皮),0,material wood bark Coniferae,Coniferae,material wood bark,
1219,Wood,木材と泥炭,0,material wood peat,,material wood peat,
1220,Wood,木材樹皮(広葉樹),0,material wood bark hardwood,,material wood bark hardwood,
1221,Wood,木材片,0,material wood,,material wood,
1222,Wood,"木材片,炭化材片",0,carbonized material wood,,carbonized material wood,
1223,Wood,木材遺体(モクレン属),0,material wood magnolia (Magnolia sp.),magnolia (Magnolia sp.),material wood,
1224,Wood,木杭,0,wooden stake wooden stake,,wooden stake wooden stake,
1225,Wood,木杭(K20011),0,wooden stake wooden stake,,wooden stake wooden stake,
1226,Wood,木杭(K22666),0,wooden stake wooden stake,,wooden stake wooden stake,
1227,Wood,木杭(ハイノキ属),0,wooden stake wooden stake hainoki (Symplocos sp.),hainoki (Symplocos sp.),wooden stake wooden stake,
1228,Wood,木杭(マツ属),0,wooden stake wooden stake pine (Pinus sp.),pine (Pinus sp.),wooden stake wooden stake,
1229,Wood,木杭K20011,0,wooden stake wooden stake,,wooden stake wooden stake,
1230,Wood,木杭K22666,0,wooden stake wooden stake,,wooden stake wooden stake,
1231,Wood,木杭№2,0,wooden stake wooden stake,,wooden stake wooden stake,
1232,Wood,木杭№3,0,wooden stake wooden stake,,wooden stake wooden stake,
1233,Wood,木枝片,0,branch,,branch,
1234,Wood,木柱,0,wooden post post/pillar,,wooden post post/pillar,
1235,Wood,木株,0,wood,,,
1270,Wood,木片,1,wood frag,,wood frag,
1271,Wood,木片(アスナロ),0,wood frag hatchet-leaved arbor-vitae (Thujopsis dolabrata),hatchet-leaved arbor-vitae (Thujopsis dolabrata),wood frag,
1272,Wood,木片(イスノキ),0,wood frag winter hazel (Dictylium racemosum),winter hazel (Dictylium racemosum),wood frag,
1273,Wood,木片(イチイガシ),0,wood frag red bark oak (Quercus gilva),red bark oak (Quercus gilva),wood frag,
1274,Wood,木片（イチイ科カヤ属カヤ）,0,wood frag Japanese nutmeg tree​ (Torreya nucifera) Japanese yew (Taxus cuspidata)​,Japanese nutmeg tree​ (Torreya nucifera) Japanese yew (Taxus cuspidata)​,wood frag,
1275,Wood,木片(ウツギ属),0,wood frag deutzia (Deutzia sp.),deutzia (Deutzia sp.),wood frag,
1276,Wood,木片(ウルシ科ウルシ属),0,wood frag poison oak/ivy (Toxicodendron sp.),poison oak/ivy (Toxicodendron sp.),wood frag,
1277,Wood,木片(エゴノキ属),0,wood frag snowbell tree (Styrax sp.),snowbell tree (Styrax sp.),wood frag,
1278,Wood,木片(エノキ属),0,wood frag hackberry (Celtis sp.),hackberry (Celtis sp.),wood frag,
1279,Wood,木片(オニグルミ),0,wood frag walnut (Juglans ailanthifolia),walnut (Juglans ailanthifolia),wood frag,
1280,Wood,木片（オニグルミ）,0,wood frag walnut (Juglans ailanthifolia),walnut (Juglans ailanthifolia),wood frag,
1281,Wood,木片(カエデ属),0,wood frag maple (Acer sp.),maple (Acer sp.),wood frag,
1282,Wood,木片(カエデ科カエデ属),0,wood frag maple (Acer sp.),maple (Acer sp.),wood frag,
1283,Wood,木片(カツラ),0,wood frag katsura (Cercidiphyllum japonicum),katsura (Cercidiphyllum japonicum),wood frag,
1284,Wood,木片(カヤ),0,wood frag Japanese nutmeg tree​ (Torreya nucifera),Japanese nutmeg tree​ (Torreya nucifera),wood frag,
1285,Wood,木片(カラマツ属),0,wood frag larch (Larix sp.),larch (Larix sp.),wood frag,
1286,Wood,木片(キハダ),0,wood frag amur cork (Phellodendron),amur cork (Phellodendron),wood frag,
1287,Wood,木片(クスノキ),1,wood frag camphor tree (Cinnamomum camphora),camphor tree (Cinnamomum camphora),wood frag,
1288,Wood,木片(クスノキ科),0,wood frag Lauraceae camphor tree (Cinnamomum camphora),Lauraceae camphor tree (Cinnamomum camphora),wood frag,
1289,Wood,木片（クスノキ科タブノキ属）,0,wood frag Lauraceae camphor tree (Cinnamomum camphora) bay tree (Machilus sp.),Lauraceae camphor tree (Cinnamomum camphora) bay tree (Machilus sp.),wood frag,
1290,Wood,木片(クヌギ),0,wood frag saw-tooth oak (Quercus acutissima),saw-tooth oak (Quercus acutissima),wood frag,
1291,Wood,木片(クヌギ節),0,wood frag saw-tooth oak (Quercus acutissima),saw-tooth oak (Quercus acutissima),wood frag,
1292,Wood,木片(クリ),0,wood frag chestnut (Castanea crenata),chestnut (Castanea crenata),wood frag,
1293,Wood,木片(クリ）,0,wood frag chestnut (Castanea crenata),chestnut (Castanea crenata),wood frag,
1294,Wood,木片(クワ属),0,wood frag mullberry (Morus sp.),mullberry (Morus sp.),wood frag,
1295,Wood,木片（クワ科クワ属？）,0,wood frag mullberry (Morus sp.),mullberry (Morus sp.),wood frag,
1296,Wood,木片(ケヤキ),0,wood frag Japanese zelkova (Zelkowa serrata),Japanese zelkova (Zelkowa serrata),wood frag,
1297,Wood,木片（ケヤキ）,0,wood frag Japanese zelkova (Zelkowa serrata),Japanese zelkova (Zelkowa serrata),wood frag,
1298,Wood,木片(ケンポナシ属),0,wood frag Japanese raisin tree (Hovenia sp.),Japanese raisin tree (Hovenia sp.),wood frag,
1299,Wood,木片(コナラ亜属),0,wood frag oak (Quercus sp.) / ?Jolcham Oak (Quercus serrata),oak (Quercus sp.) / ?Jolcham Oak (Quercus serrata),wood frag,
1300,Wood,木片(コナラ属コナラ亜属クヌギ節),0,wood frag oak (Quercus sp.) saw-tooth oak (Quercus acutissima),oak (Quercus sp.) saw-tooth oak (Quercus acutissima),wood frag,
1301,Wood,木片(コナラ属コナラ亜属コナラ節),0,wood frag oak (Quercus sp.) Jolcham oak (Quercus serrata),oak (Quercus sp.) Jolcham oak (Quercus serrata),wood frag,
1302,Wood,木片(コナラ節),0,wood frag Jolcham oak (Quercus serrata),Jolcham oak (Quercus serrata),wood frag,
1303,Wood,木片(サカキ),0,wood frag Sakaki (Cleyera japonica),Sakaki (Cleyera japonica),wood frag,
1304,Wood,木片(サクラ属),0,"wood frag Cherry, plum etc (Cerasus, Prunus etc)","Cherry, plum etc (Cerasus, Prunus etc)",wood frag,
1305,Wood,木片(サワグルミ近似種),0,wood frag or similar walnut (Juglans sp.),walnut (Juglans sp.),wood frag or similar,
1306,Wood,木片(サワラ),0,wood frag sawara cypress (Chamaecyparis pisifera),sawara cypress (Chamaecyparis pisifera),wood frag,
1307,Wood,木片(シキミ),0,wood frag Japanese star anise (Illicum religiosum),Japanese star anise (Illicum religiosum),wood frag,
1308,Wood,木片(シナノキ属),0,wood frag Linden/Lime (Tilia sp.),Linden/Lime (Tilia sp.),wood frag,
1309,Wood,木片(スギ),0,wood frag Japanese cedar (Cryptomeria japonica),Japanese cedar (Cryptomeria japonica),wood frag,
1310,Wood,木片(スダジイ),0,wood frag Itajii tree (Castanopis sieboldi),Itajii tree (Castanopis sieboldi),wood frag,
1311,Wood,木片（センダン科センダン属センダン）,0,wood frag chinaberry tree (Melia azedarach),chinaberry tree (Melia azedarach),wood frag,
1312,Wood,木片(タケ亜科),0,wood frag bamboo (Bambusoideae),bamboo (Bambusoideae),wood frag,
1313,Wood,木片(ツガ),0,wood frag tsuga (Tsuga sp.),tsuga (Tsuga sp.),wood frag,
1314,Wood,木片（ツバキ科ツバキ属）,0,wood frag camellia (Camellia sp.),camellia (Camellia sp.),wood frag,
1315,Wood,木片(ツブラジイ),0,wood frag Japanese Chinquapin (Castanopsis cuspidata),Japanese Chinquapin (Castanopsis cuspidata),wood frag,
1316,Wood,木片(トチノキ),0,wood frag horse chestnut (Aesculus turbinata) Aesculus??,horse chestnut (Aesculus turbinata) Aesculus??,wood frag,
1317,Wood,木片(トネリコ属),0,wood frag Ash (Fraxinus sp.),Ash (Fraxinus sp.),wood frag,
1318,Wood,木片（トネリコ属）,0,wood frag Ash (Fraxinus sp.),Ash (Fraxinus sp.),wood frag,
1319,Wood,木片(ハンノキ亜属),0,wood frag Japanese alder (Alnus japonica)​,Japanese alder (Alnus japonica)​,wood frag,
1320,Wood,木片(ハンノキ属ハンノキ節),0,wood frag alder (Alnus sp.)​ Japanese alder (Alnus japonica)​,alder (Alnus sp.)​ Japanese alder (Alnus japonica)​,wood frag,
1321,Wood,木片(ヒノキ),0,wood frag hinoki cypress (Chamaecyparis obtusa),hinoki cypress (Chamaecyparis obtusa),wood frag,
1323,Wood,木片(ヒノキ科),0,wood frag hinoki cypress (Chamaecyparis obtusa),hinoki cypress (Chamaecyparis obtusa),wood frag,
1324,Wood,木片(ヒノキ科アスナロ属),0,wood frag hatchet-leaved arbor-vitae (Thujopsis dolabrata) hinoki cypress (Chamaecyparis obtusa),hatchet-leaved arbor-vitae (Thujopsis dolabrata) hinoki cypress (Chamaecyparis obtusa),wood frag,
1325,Wood,木片(フジ),0,wood frag wistaria (Wistaria sp.),wistaria (Wistaria sp.),wood frag,
1326,Wood,木片(ブナ属),0,wood frag beech (Fagus sp.),beech (Fagus sp.),wood frag,
1327,Wood,木片(ブナ科クリ属クリ),0,wood frag chestnut (Castanea crenata) Fagaceae,chestnut (Castanea crenata) Fagaceae,wood frag,
1328,Wood,木片（ブナ科クリ属クリ）,0,wood frag chestnut (Castanea crenata) Fagaceae,chestnut (Castanea crenata) Fagaceae,wood frag,
1329,Wood,木片（ブナ科コナラ属アカガシ亜属）,0,wood frag oak (Quercus sp.) Japanese evergreen oak (Quercus acuta) Fagaceae,oak (Quercus sp.) Japanese evergreen oak (Quercus acuta) Fagaceae,wood frag,
1330,Wood,木片(ブナ科コナラ属コナラ亜属コナラ節),0,wood frag oak (Quercus sp.) Jolcham oak (Quercus serrata) Fagaceae,oak (Quercus sp.) Jolcham oak (Quercus serrata) Fagaceae,wood frag,
1331,Wood,木片（ブナ科シイ属）,0,wood frag chinquapin (Castanopsis sp.) Fagaceae,chinquapin (Castanopsis sp.) Fagaceae,wood frag,
1332,Wood,木片(マツ属単維管属亜属),0,wood frag pine (Pinus sp.) subgen single vascular,pine (Pinus sp.) subgen single vascular,wood frag,
1333,Wood,木片(マツ属複維管束亜属),0,wood frag pine (Pinus sp.) subgen compound vascular,pine (Pinus sp.) subgen compound vascular,wood frag,
1334,Wood,木片（マツ科モミ属）,0,wood frag fir (Abies sp.) pine (Pinus sp.),fir (Abies sp.) pine (Pinus sp.),wood frag,
1335,Wood,木片（マンサク科イスノキ属イスノキ）,0,wood frag winter hazel (Dictylium racemosum) Blueberry etc (Vaccinium sp.),winter hazel (Dictylium racemosum) Blueberry etc (Vaccinium sp.),wood frag,
1336,Wood,木片(ムクノキ),0,wood frag oriental elm (Aphananthe aspera),oriental elm (Aphananthe aspera),wood frag,
1337,Wood,木片(ムクロジ),0,wood frag soapberry (Sapindaceae),soapberry (Sapindaceae),wood frag,
1338,Wood,木片(モミ属),0,wood frag fir (Abies sp.),fir (Abies sp.),wood frag,
1339,Wood,木片(ヤナギ属),0,wood frag willow (Salix sp.),willow (Salix sp.),wood frag,
1340,Wood,木片(ヤマグワ),0,wood frag Chinese mulberry (Morus australis syn bombycis),Chinese mulberry (Morus australis syn bombycis),wood frag,
1341,Wood,木片(ヤマザクラ),0,wood frag mountain cherry (Cerasus jamasakura),mountain cherry (Cerasus jamasakura),wood frag,
